ID,Departamento,LOCALIDAD,TIPO,Latitude,Longitude,web,Pop 2008,01/09,02/09,03/09,04/09,05/09,06/09,07/09,08/09,09/09,10/09,11/09,12/09,01/10,02/10,03/10,04/10,05/10,06/10,07/10,08/10,09/10,10/10,11/10,12/10,01/11,02/11,03/11,04/11,05/11,06/11,07/11,08/11,09/11,10/11,11/11,12/11,01/12,02/12,03/12,04/12,05/12,06/12,07/12,08/12,09/12,10/12,11/12,12/12,01/13,02/13,03/13,04/13,05/13,06/13,07/13,08/13,09/13,10/13,11/13,12/13,01/14,02/14,03/14,04/14
518,RIO PRIMERO,SANTA ROSA DE RIO PRIMERO ,Municipio,-31.153030395508,-63.399688720703,http://www.rioprimero.gob.ar/,7762,271098,318104,287797,303733,327083,347017,334598,324084,326147,346774,333612,359458,355159,394199,374895,380194,455851,477159,448890,434334,457344,436766,464417,404273,522965,518269,512511,503483,620921,623118,595318,607391,618928,596405,664850,643560,721542,623761,613738,586432,766923,760549,709134,758377,736915,"796460,5",814846,"794223,3",878434,946850,834784,873310,1035423,1053065,"1025188,4","1043327,7","1011065,7","1048615,31","1090162,72","1062565,17","1252142,12","1332622,1","1121034,32",1204050
519,RIO SEGUNDO,SANTIAGO TEMPLE ,Municipio,-31.387269973755,-63.418060302734,,2703,135904,159469,144277,152266,163970,173963,167737,162467,163501,173842,167243,180200,178045,197616,187939,190595,228523,239205,225033,217736,229271,218955,232817,202667,262168,259813,252824,251072,309634,310730,296867,302887,308641,297409,331540,320924,359811,311051,306052,292436,382441,379263,353624,378179,367477,"397170,6","406338,9","396055,5",438048,472165,416281,435493,516334,525131,"511230,3","520275,8","504187,7","522912,53","543630,95","529868,9","624405,15","664538,07","559025,68",600423
520,TOTORAL,SARMIENTO ,Municipio,-30.773689270020,-64.109512329102,,1359,107143,125720,113743,120041,129269,137147,132239,128084,128899,137051,131850,142064,140365,155795,148165,150259,180161,188582,177410,171656,180750,172618,183546,159776,206685,204829,196690,197086,243056,243916,233034,237760,242276,233459,260252,251918,282443,244168,240244,229555,300208,297713,277587,296862,288461,311770,"318966,9","310893,9",343858,370639,326771,341852,405311,412216,"401304,2","408404,7",395776,"410474,54","426738,04","415935,13","490143,96","521647,39","438822,55",471318
521,SAN JUSTO,LASPIUR ,Municipio,-31.702899932861,-62.483360290527,,2413,131109,153842,139185,146892,158184,167825,161819,156734,157732,167707,161342,173841,171762,190643,181307,183870,220459,230764,217093,210053,221181,211229,224602,195516,252917,250646,243304,242018,298469,299525,286162,291966,297511,286685,319585,309351,346836,299834,295016,281891,368651,365587,340872,364543,354226,382849,"391686,7","381774,1",422252,455139,401271,419790,497716,506195,"492795,7","501515,1","486007,1","504056,75","524028,08","510762,28","601889,63","640575,39","538867,69",578772
522,SAN ALBERTO,SAUCE ARRIBA ,Comuna,-31.912389755249,-65.168922424316,,831,27492,32258,29185,30801,33169,35191,33931,32865,33074,35166,33831,36452,36016,39975,38017,38555,46227,48388,45521,44045,46378,44292,47096,40996,53033,52557,60617,53858,66421,66656,"27446,36","28002,97","28534,87","63798,19","71119,82","68842,38",77184,66725,65652,62731,82039,81357,75857,81125,78829,"85198,4","87165,1",84959,"93967,1","101285,7","89297,9",93419,110761,112648,"109665,71","111606,08","108154,98","112171,71","116616,09","113663,94","133943,23","142552,27","119918,46",128799
523,RIO SECO,SEBASTIAN EL CANO ,Municipio,-30.160039901733,-63.593578338623,,2408,135654,159175,144010,151984,163668,173643,167428,162168,163200,173522,166935,179868,177717,197252,187593,190244,228102,238764,224619,217335,228849,218552,232388,202293,261685,259335,263336,254167,313451,314560,300527,306621,312445,301075,335627,324880,364247,314885,309825,296041,387156,383938,357983,382841,372007,"402066,7",411348,"400936,9",443448,477986,421413,440862,522699,531605,"517532,5","526689,5","510403,1","529358,74","550332,58","536400,87","632102,52","672730,17","565917,08",607825
524,SAN JUSTO,SEEBER ,Municipio,-30.924680709839,-61.974731445312,,742,90705,106432,96292,101624,109436,116106,111951,108433,109124,116025,111621,120269,118830,131893,125434,127207,152520,159650,150191,145321,153020,146135,155386,135263,174975,173404,168225,167403,206450,207181,197937,201952,205788,198299,221056,213977,239906,207395,204062,194983,254994,252875,235780,252153,245017,"264815,3","270928,3","264071,2",292071,314818,277558,290367,344268,350134,"340865,1","346896,3","336169,5","348654,34","362468,45","353292,53","416325,01","443083,82","372732,95",400335
525,CALAMUCHITA,SEGUNDA USINA ,Comuna,-32.165000915527,-64.380050659180,,117,12157,14265,12906,13620,14668,15561,15004,14533,14625,15550,14960,16119,15926,17677,16811,17049,20442,21397,20129,19477,20508,19586,20826,18130,23451,23241,24942,23212,28627,28728,"41838,54","42687,02","43497,84","27496,47","30652,03","29670,47",33266,28758,28296,27037,35358,35064,32694,34964,33975,"36719,8","37567,4","36616,6",40499,"43654,3","38486,6",40263,47737,48550,"47264,97","48101,26","46613,86","48345,04","50260,53","48988,18","57728,37","61438,8","51683,82",55511
526,PTE.ROQUE SAENZ PEÑA,SERRANO ,Municipio,-34.470539093018,-63.539249420166,,3165,149536,175465,158748,167538,180417,191413,184563,178764,179902,191279,184019,198276,195904,217439,206791,209713,251446,263199,247606,239577,252269,240918,256170,222996,288465,285875,281230,277243,341911,343121,327812,334460,340813,328411,366100,354377,397318,343475,337955,322919,422307,418797,390485,417601,405783,"438571,6","448695,6","437340,1",483710,521384,459674,480889,570157,579871,"564520,8","574509,2","556744,1","577420,81","600298,92","585102,31",689493,"733809,36","617298,39",663011
527,CRUZ DEL EJE,SERREZUELA ,Municipio,-30.638500213623,-65.385726928711,,2924,140260,164580,148900,157145,169225,179539,173113,167674,168741,179413,172603,185975,183751,203950,193962,196704,235847,246871,232246,224714,236619,225973,240279,209161,270570,268140,262633,259671,320240,321373,307035,313262,319212,307596,342896,331916,372135,321705,316535,302452,395540,392253,365736,391133,380064,"410774,5","420256,8","409620,1",453052,488338,430540,450410,534020,543118,"528740,9","538096,2","521457,1","540823,28","562251,35","548017,92","645792,22","687299,76","578173,38",620989
528,GENERAL SAN MARTIN,SILVIO PELLICO ,Municipio,-32.250701904297,-62.930709838867,,388,82262,96526,87330,92165,99251,105299,101531,98341,98967,105226,101232,109075,107770,119617,113759,115367,138324,144790,136212,131795,138777,132533,140923,122673,158689,157264,150880,151275,186560,187220,178868,182495,185962,179194,199759,193362,216793,187414,184402,176198,230428,228513,213065,227860,221412,"239302,5","244826,6","238630,1",263932,284488,250817,262393,311101,316401,"308025,6","313475,6","303782,3","315064,35","327547,58","319255,69","376215,51","400396,33","336823,19",361766
529,TOTORAL,SIMBOLAR ,Comuna,-30.474700927734,-63.984298706055,,383,18655,21890,19804,20901,22507,23879,23025,22301,22443,23862,22957,24735,24439,27126,25797,26162,31368,32835,30889,29888,31471,30055,31958,27819,35987,35663,37546,35384,43638,43792,"36819,55","37566,25","38279,8","41914,93","46725,18","45228,92",50709,43838,43133,41214,53899,53451,49837,53298,51790,"55974,7","57266,8","55817,4","61735,7",66544,58668,61376,72769,74009,"72049,54","73324,35",71057,"73695,96","76615,88","74676,35","87999,69","93655,76","78785,52",84620
530,TOTORAL,SINSACATE ,Municipio,-30.943450927734,-64.092521667480,,1342,106990,125542,113581,119870,129085,136952,132051,127902,128716,136857,131662,141862,140166,155573,147955,150046,179905,188314,177157,171413,180494,172373,183285,159549,206391,204538,195374,196470,242296,243154,232305,237017,241519,232730,259438,251130,281561,243405,239493,228838,299269,296782,276719,295934,287560,"310795,5","317969,9","309922,1",342783,369481,325750,340784,404044,410928,"400049,9","407128,2","394538,9","409191,51","425404,17","414635,03","488611,9","520016,86","437450,91",469845
531,RIO CUARTO,SUCO ,Comuna,-33.439601898193,-64.831001281738,,309,16410,19255,17421,18385,19799,21005,20254,19618,19743,20991,20194,21759,21499,23862,22693,23014,27594,28884,27172,26291,27684,26439,28112,24473,31656,31372,33068,31140,38403,38539,"47858,69","48829,26","49756,75","36886,78","41119,99","39803,22",44626,38579,37959,36270,47433,47039,43859,46904,45577,"49259,9",50397,"49122,5","54329,8","58561,3","51630,2",54013,64039,65131,"63406,42","64528,3","62532,95","64855,34","67424,98","65718,11","77443,17","82420,74","69334,35",74469
532,POCHO,TALA CAÑADA ,Comuna,-31.355680465698,-64.977691650391,,410,21459,25180,22781,24043,25891,27469,26486,25654,25817,27450,26408,28454,28113,31204,29676,30095,36084,37771,35533,34381,36202,34573,36762,32001,41397,41025,42487,40476,49917,50094,"28153,6","28724,55","29270,16","47946,07","53448,48","51736,92",58006,50145,49339,47144,61654,61142,57009,60967,59242,"64028,9","65506,9",63849,"70618,9",76119,"67109,8",70207,83240,84658,"82416,76",83875,"81281,41","84300,09","87640,16","85421,54","100661,97","107131,91","90121,98",96796
533,PUNILLA,TALA HUASI ,Comuna,-31.472230911255,-64.565872192383,,136,12550,14725,13322,14061,15141,16064,15489,15002,15098,16053,15443,16640,16441,18248,17355,17600,21102,22088,20780,20106,21171,20219,21499,18715,24209,23992,25279,23811,29364,29468,"33942,5","34630,86","35288,65",28205,"31441,87","30436,02",34123,29499,29025,27733,36269,35969,33536,35865,34850,37666,"38535,4","37562,1","41542,6","44778,1","39479,4",41300,48967,49802,"48482,9","49340,74","47815,01","49590,8","51555,64","50251,51","59215,92","63021,96","53015,61",56942
534,MINAS,TALAINI ,Comuna,-31.249200820923,-65.169692993164,,224,13946,16364,14805,15625,16825,17852,17212,16672,16778,17839,17162,18491,18270,20278,19285,19558,23450,24546,23092,22343,23527,22468,23891,20797,26902,26661,35025,28706,35402,35528,"44209,6","45106,17","45962,94","34004,48","37906,91","36693,03",41139,35564,34993,33436,43727,43363,40432,43239,42016,"45410,8","46459,1","45283,2","50084,6","53985,4","47595,8",49792,59035,60041,"58451,89","59486,12","57646,67","59787,59","62156,45","60582,95","71391,83","75980,45","63916,62",68650
535,TERCERO ARRIBA,TANCACHA ,Municipio,-32.239658355713,-63.980079650879,http://www.tancacha.gov.ar/,5603,202118,237163,214569,226449,243858,258720,249460,241622,243160,258539,248726,267996,264790,293896,279504,283455,339861,355747,334672,323819,340974,325632,346247,301408,389898,386397,375340,373181,460226,461854,441249,450198,458749,442055,492786,477007,534806,462331,454902,434663,568443,563719,525610,562108,546201,"590335,9","603963,2","588678,9",651094,701804,618741,647297,767455,780531,"759868,8","773313,6","749401,1","777232,78","808027,68","787573,4","928086,67","987738,36","830909,68",892441
536,PUNILLA,TANTI ,Municipio,-31.359640121460,-64.582946777344,http://www.tanti.gov.ar/,5942,205279,240873,217924,229991,247672,262766,253363,245402,246964,262583,252616,272187,268932,298494,283876,287889,345177,361312,339907,328884,346308,330726,351664,306122,395997,392441,391467,382342,471524,473192,452081,461249,470011,452907,504883,488716,547935,473681,466069,445333,582397,577557,538513,575907,559609,"604827,8","618789,6","603129,1",667078,719033,633930,663187,786295,799692,"778522,5","792297,4","767797,8","796312,74","827863,61","806906,19","950869,89","1011985,95","851307,34",914349
537,GENERAL SAN MARTIN,TICINO ,Municipio,-32.693130493164,-63.436260223389,,2184,124864,146514,132555,139895,150649,159831,154111,149268,150219,159719,153657,165561,163581,181562,172671,175112,209958,219772,206752,200048,210646,201168,213903,186202,240870,238707,230142,229981,283624,284627,271929,277444,282714,272425,303690,293965,329585,284921,280343,267870,350315,347403,323918,346411,336608,"363806,7","372204,8","362784,4",401250,432502,381312,398910,472960,481018,"468284,9","476570,6",461834,"478985,84","497963,83","485357,84","571952,68","608714,27","512065,34",549985
538,COLON,TINOCO ,Comuna,-31.124479293823,-63.892189025879,,463,19215,22547,20399,21529,23183,24596,23716,22971,23117,24579,23646,25478,25173,27940,26572,26948,32310,33821,31817,30785,32416,30958,32917,28654,37067,36734,41583,37390,46111,46274,"38369,83","39147,97","39891,57","44290,32","49373,18","47792,13",53583,46322,45577,43550,56953,56480,52662,56319,54725,"59146,9","60512,2","58980,7","65234,4","70315,1","61992,9",64854,76893,78203,"76132,71","77479,77","75083,93","77872,44","80957,84","78908,39","92986,79","98963,4","83250,44",89415
539,GENERAL SAN MARTIN,TIO PUJIO ,Municipio,-32.286979675293,-63.356178283691,,2738,135902,159467,144274,152263,163968,173961,167735,162465,163499,173839,167241,180198,178042,197614,187936,190593,228520,239202,225030,217733,229268,218953,232814,202664,262164,259810,262663,254258,313564,314673,300634,306731,312557,301183,335748,324996,364377,314998,309936,296147,387294,384076,358111,382979,372141,"402210,8","411495,5","401081,5",443607,478157,421565,441020,522887,531795,"517717,9","526878,2",510586,"529548,44","550529,79","536593,09","632329,03","672971,25","566119,88",608042
540,SANTA MARIA,TOLEDO ,Municipio,-31.556589126587,-64.008918762207,,3869,164091,192543,174199,183845,197978,210044,202527,196163,197412,209897,201930,217574,214972,238603,226918,230125,275919,288817,271706,262895,276823,264368,281104,244701,316542,313700,310141,304726,375804,377134,360308,367615,374598,360966,402392,389506,436704,377523,371457,354930,464170,460312,429194,458998,446008,"482047,3","493174,9","480693,7",531660,573069,505242,528560,626677,637354,"620481,9","631460,5","611934,3","634660,72","659806,74","643103,68","757842,65","806552,11","678491,37",728735
541,SAN JUSTO,TORO PUJIO ,Comuna,-31.109460830688,-62.986759185791,,329,17017,19967,18065,19065,20531,21782,21003,20343,20472,21767,20941,22563,22293,24744,23532,23865,28614,29951,28177,27263,28707,27416,29151,25376,32826,32531,34785,32451,40020,40162,"37044,96","37796,23","38514,15","38439,89","42851,34","41479,13",46505,40203,39557,37797,49430,49019,45706,48879,47496,51334,52519,"51189,8","56617,4",61027,"53804,1",56287,66736,67873,"66076,13","67245,26","65165,89","67586,06","70263,9","68485,16","80703,9","85891,05","72253,66",77604
542,MINAS,TOSNO ,Comuna,-30.961410522461,-65.310371398926,,285,15857,18606,16833,17765,19132,20298,19571,18956,19077,20283,19513,21025,20773,23057,21928,22238,26663,27909,26256,25404,26750,25547,27164,23646,30588,30314,35783,31330,38638,38775,"59587,31","60796,72","61949,49","37112,6","41371,73","40046,9",44900,38815,38191,36492,47723,47327,44127,47192,45856,"49561,5","50705,6","49422,2","54662,4","58919,8","51946,3",54344,64431,65529,"63794,59","64923,35","62915,77","65252,38","67837,76","66120,44","77917,28","82925,32","69758,81",74925
543,RIO CUARTO,TOSQUITA ,Municipio,-33.819080352783,-64.457298278809,,463,83660,98166,88814,93731,100937,107089,103256,100012,100648,107014,102952,110928,109601,121649,115692,117327,140675,147250,138527,134035,141135,134785,143318,124758,161386,159937,154644,154235,190210,190883,182367,186065,189599,182700,203667,197145,221034,191080,188009,179645,234935,232983,217233,232317,225743,"243983,9",249616,"243298,2",269095,290053,255724,267526,317187,322591,"314051,3",319608,309725,"321227,75","333955,18","325501,08","383575,17","408229,01","343412,24",368843
544,SAN JUSTO,TRANSITO ,Municipio,-31.424999237061,-63.196701049805,,3031,146011,171329,155006,163589,176165,186901,180212,174550,175661,186770,179681,193602,191286,212313,201916,204770,245518,256995,241769,233929,246322,235239,250132,217739,281665,279136,271225,269614,332502,333678,318791,325257,331435,319374,356026,344625,386384,334023,328655,314033,410685,407272,379740,406109,394616,"426502,8","436348,2","425304,3",470399,507036,447025,467656,554467,563914,"548986,1","558699,7","541423,5","561531,19","583779,73","569001,3","670519,34","713616,19","600311,4",644766
545,CRUZ DEL EJE,TUCLAME ,Comuna,-30.747289657593,-65.235946655273,,779,26122,30651,27731,29267,31517,33437,32241,31228,31426,33414,32146,34636,34222,37984,36124,36634,43924,45977,43254,41851,44068,42085,44750,38954,50391,49939,55187,50394,62149,62369,"39845,32","40653,38","41425,57","59695,11","66545,86","64414,89",72220,62433,61432,58698,76763,76125,70978,75907,73759,79719,"81559,2",79495,"87923,8","94771,7","83554,9",87411,103637,105403,"102612,73","104428,32","101199,16","104957,56","109116,11","106353,83","125328,88","133384,25","112206,09",120515
546,JUAREZ CELMAN,UCACHA ,Municipio,-33.031539916992,-63.506641387939,,5214,197446,231681,209608,221215,238221,252740,243694,236037,237540,252563,242976,261801,258669,287103,273044,276903,332006,347525,326936,316334,333093,318106,338244,294441,380886,377466,367465,364815,449908,451500,431357,440105,448464,432145,481739,466313,522817,451967,444705,424919,555699,551082,513826,549506,533956,"577101,4","590423,2","575481,6",636498,686071,604871,632785,750250,763033,"742833,6",755977,"732600,6","759808,34","789912,86","769916,16","907280,3","965594,69","812281,88",872434
547,COLON,UNQUILLO ,Municipio,-31.235700607300,-64.312591552734,http://www.unquillo.gov.ar,17183,466465,547346,495198,522619,562795,597095,575726,557636,561186,596678,574030,618502,611104,678279,645063,654181,784361,821024,772384,747337,786929,751522,799099,695612,899840,891760,849326,855778,1055390,1059124,1011872,1032393,1052002,1013719,1130056,1093869,1226417,1060217,1043180,996768,1303552,1292718,1205327,1289026,1252547,"1353757,3","1385007,5","1349953,1",1493088,1609377,1418896,1484380,1759927,1789912,1742530,"1773361,6","1718525,4","1782349,07","1852967,89","1806059,88",2128287,"2265080,18","1905440,88",2046545
548,SANTA MARIA,VALLE DE ANISACATE ,Comuna,-31.725099563599,-64.403739929199,,363,17527,20565,18606,19636,21145,22434,21631,20952,21085,22419,21568,23239,22961,25485,24237,24579,29470,30848,29020,28079,29567,28237,30024,26137,33809,33506,36679,33699,41559,41706,"45170,93","46086,99","46962,39","39918,07","44499,16","43074,18",48294,41749,41078,39251,51331,50904,47463,50759,49323,53308,"54538,6","53158,2","58794,6","63373,8","55873,1",58452,69302,70483,"68617,05","69831,13","67671,8","70185,03","72965,85","71118,71","83807,32","89193,93","75032,12",80588
549,PUNILLA,VALLE HERMOSO ,Municipio,-31.117610931396,-64.483726501465,http://www.vallehermoso.gov.ar/,6077,207455,243426,220234,232429,250297,265552,256048,248003,249582,265366,255294,275072,271783,301658,286885,290940,348836,365142,343510,332370,349979,334232,355391,309366,400195,396601,400505,387979,478476,480169,458746,468050,476940,459584,512327,495921,556013,480665,472941,451899,590984,586072,546452,584398,567860,"613745,1","627912,8","612021,3",676913,729634,643277,672965,797888,811482,"790000,7","803978,6","779117,8","808053,2","840069,24","818802,83","964889,06","1026906,19","863858,61",927830
550,UNION,VIAMONTE ,Municipio,-33.746528625488,-63.099281311035,,1780,114128,133917,121159,127868,137697,146089,140861,136435,137304,145987,140446,151327,149517,165953,157826,160056,191907,200878,188977,182849,192536,183873,195513,170193,220161,218184,218536,212859,262509,263438,251684,256789,261666,252144,281081,272080,305049,263710,259472,247928,324234,321540,299803,320621,311548,"336722,2",344495,"335775,9",371378,400303,352924,369212,437749,445207,"433422,2",441091,"427451,5","443326,44","460891,57","449224,06","529372,11","563396,89","473943,25",509040
551,RIO CUARTO,VICUÑA MACKENNA ,Municipio,-33.917720794678,-64.392578125000,http://www.vicunamackenna.gov.ar/,10342,318551,373785,338174,356899,384336,407759,393166,380813,383237,407475,392008,422379,417327,463201,440517,446744,535644,560682,527465,510360,537398,513219,545709,475038,614506,608988,566957,580186,715515,718048,686012,699924,713219,687264,766136,741604,831465,718789,707239,675773,883760,876416,817167,873912,849181,"917797,5",938984,"915220,4",1012259,1091098,961960,1006355,1193165,1213495,"1181371,1","1202274,8","1165097,8","1208366,93","1256243,89","1224442,99","1442900,09","1535640,82","1291818,64",1387482
552,COLON,VILLA ALLENDE ,Municipio,-31.296739578247,-64.298851013184,http://www.villaallende.gov.ar/,27514,685178,803982,727384,767661,826675,877058,845669,819097,824311,876444,843178,908502,897636,996307,947517,960910,1152127,1205981,1134535,1097744,1155900,1103891,1173776,1021767,1321752,1309883,1347979,1289574,1590367,1595996,1524790,1555713,1585263,1527574,1702882,1648353,1848088,1597643,1571970,1502032,1964323,1947999,1816308,1942433,1887464,"2039977,7","2087068,5",2034247,2249936,2425171,2138137,2236813,2652034,2697220,"2625819,5","2672279,6","2589646,9","2685822,81","2792239,35","2721553,63","3207117,87","3413251,59","2871310,92",3083940
553,CALAMUCHITA,VILLA AMANCAY ,Comuna,-32.187961578369,-64.570083618164,,479,20767,24368,22046,23267,25055,26583,25631,24826,24984,26564,25556,27536,27206,30197,28718,29124,34920,36552,34387,33272,35034,33458,35576,30969,40061,39701,38131,38203,47114,47280,"62846,47","64120,99","65338,93","45253,4","50446,79","48831,35",54748,47329,46569,44497,58192,57708,53807,57543,55915,60433,"61828,1","60263,2","66652,9","71844,1","63340,9",66264,78565,79903,"77788,2","79164,55","76716,61","79565,76","82718,25","80624,24","95008,76","101115,34","85060,7",91360
554,TERCERO ARRIBA,VILLA ASCASUBI ,Municipio,-32.163181304932,-63.889789581299,,2407,128344,150598,136250,143794,154849,164286,158406,153429,154406,164171,157940,170176,168141,186623,177484,179993,215811,225898,212515,205624,216517,206775,219866,191392,247584,245361,238141,236904,292163,293196,280116,285796,291225,280627,312833,302815,339508,293499,288783,275935,360861,357862,333670,356840,346742,"374759,5","383410,4","373706,4",413330,445522,392792,410920,487199,495500,"482383,1","490918,2","475737,9","493406,18","512955,53","499970,02","589171,88","627040,22","527481,58",566543
555,RIO SECO,VILLA CANDELARIA NORTE ,Comuna,-29.812940597534,-63.355148315430,,594,23940,28092,25415,26822,28884,30645,29548,28619,28802,30623,29461,31743,31364,34811,33106,33574,40256,42137,39641,38355,40387,38570,41012,35701,46182,45768,52228,46720,57617,57821,"32188,7","32841,49","33465,3","55342,52","61693,76","59718,17",66954,57881,56951,54417,71165,70574,65803,70372,68381,"73906,4","75612,4","73698,7",81513,"87861,6","77462,6",81038,96081,97718,"95130,86","96814,07","93820,37","97304,73","101160,06","98599,18","116190,7","123658,72","104024,74",111728
556,PUNILLA,VILLA CARLOS PAZ ,Municipio,-31.420749664307,-64.500381469727,http://www.villacarlospaz.gov.ar/,56454,1364236,1600783,1448271,1528466,1645967,1746282,1683785,1630880,1641262,1745061,1678825,1808889,1787255,1983716,1886573,1913238,2293965,2401193,2258937,2185683,2301477,2197925,2337069,2034408,2631701,2608067,2447938,2491161,3072226,3083098,2945547,3005283,3062367,2950926,3289580,3184240,3570085,3086281,3036686,2901581,3794623,3763087,3508695,3752338,3646150,"3940771,6","4031740,4","3929698,5",4346362,4684877,4130391,4321013,5123124,5210411,"5072483,1","5162233,5","5002605,9","5188395,84","5393966,34","5257418,7","6195416,82","6593620,05","5546715,53",5957468
557,COLON,VILLA CERRO AZUL ,Comuna,-31.071899414062,-64.316963195801,,220,14529,17047,15423,16277,17528,18597,17931,17368,17478,18584,17878,19264,19033,21125,20091,20375,24429,25571,24056,23276,24509,23407,24888,21665,28026,27774,28210,27223,33573,33692,"61119,08","62358,58","63543,04","32247,48","35948,27","34797,12",39014,33727,33185,31708,41467,41123,38343,41005,39845,"43064,4","44058,5","42943,4","47496,7",51196,"45136,6",47220,55985,56939,"55431,7","56412,49","54668,09","56698,39","58944,85","57452,65","67703,03","72054,57","60614,07",65103
558,SANTA MARIA,VILLA CIUDAD DE AMERICA ,Comuna,-31.794279098511,-64.514976501465,,789,26480,31072,28111,29667,31948,33895,32682,31655,31857,33872,32586,35111,34691,38504,36618,37136,44526,46607,43846,42424,44672,42662,45363,39488,51081,50623,57813,51691,63748,63973,"42989,23","43861,05","44694,16","61230,68","68257,65","66071,87",74078,64039,63010,60207,78737,78083,72804,77860,75656,"81769,6","83657,2","81539,9","90185,5","97209,6","85704,2",89660,106303,108114,"105252,29","107114,58","103802,36","107657,44","111922,95","109089,62","128552,78","136815,36","115092,43",123615
559,CALAMUCHITA,VILLA C.PAR. LOS REARTES ,Comuna,-31.907430648804,-64.548622131348,http://www.ciudadparque.com.ar/,840,26938,31609,28598,30181,32501,34482,33248,32203,32408,34458,33150,35718,35291,39170,37252,37779,45297,47414,44605,43158,45445,43400,46148,40172,51965,51499,60561,53152,65549,65781,"55241,66","56361,96","57432,52","62961,21","70186,79","67939,23",76172,65849,64791,61908,80962,80290,74862,80060,77795,"84080,7","86021,6","83845,4","92734,4",99957,"88126,4",92194,109307,111170,"108226,99","110141,91","106736,08","110700,11","115086,18","112173,77","132186,01","140682,11","118345,23",127109
560,SAN JUSTO,VILLA CONCEPCION DEL TIO ,Municipio,-31.321229934692,-62.814670562744,,1734,114827,134736,121900,128650,138540,146983,141723,137270,138143,146880,141305,152252,150432,166968,158791,161035,193081,202106,190133,183967,193713,184997,196709,171234,221508,219519,212278,211700,261079,262003,250314,255390,260241,250771,279550,270598,303387,262273,258059,246578,322469,319789,298171,318875,309851,"334888,4",342619,"333947,3",369356,398123,351002,367201,435365,442783,"431061,8","438688,8","425123,6","440912,12","458381,59","446777,63","526489,2","560328,69","471362,2",506268
561,SAN ALBERTO,VILLA CURA BROCHERO ,Municipio,-31.709180831909,-65.014846801758,http://www.villacurabrochero.gov.ar/,5782,206165,241913,218865,230984,248741,263900,254456,246461,248030,263716,253706,273362,270092,299782,285101,289131,346667,362871,341374,330303,347802,332153,353181,307443,397706,394135,417445,391863,483265,484975,463338,472735,481714,464184,517455,500885,561579,485476,477674,456422,596899,591938,551922,590247,573544,"619888,1","634197,6","618146,2",683688,736937,649715,679701,805874,819604,"797907,9","812025,8","786916,2","816141,15","848477,64","826998,37","974546,81","1037184,67","872505,13",937117
562,SAN JAVIER,VILLA DE LAS ROSAS ,Municipio,-31.947929382324,-65.053222656250,http://www.villadelasrosas.gov.ar/,4059,163184,191479,173236,182828,196883,208882,201407,195079,196320,208737,200814,216371,213783,237283,225663,228853,274394,287220,270204,261442,275292,262906,279550,243347,314792,311965,311592,304067,374991,376318,359529,366820,373788,360186,401521,388664,435759,376707,370653,354163,463166,459317,428266,458005,445044,"481004,7","492108,2",479653,530510,571829,504149,527416,625321,635975,"619139,9","630094,7","610610,8","633288,01","658379,64","641712,71","756203,51","804807,62","677023,86",727159
563,RIO SECO,VILLA DE MARIA ,Municipio,-29.904499053955,-63.723621368408,,4786,199243,233790,211516,223228,240389,255039,245912,238185,239701,254861,245188,264183,261023,289716,275528,279423,335027,350687,329911,319213,336124,321000,341322,297119,384352,380901,384491,372568,459470,461096,440525,449459,457996,441329,491977,476223,533928,461572,454155,433949,567509,562793,524747,561185,545304,"589366,6","602971,5","587710,4",650025,700652,617725,646234,766195,779249,"758621,2","772044,9","748170,6","775956,64","806700,98","786279,28","926562,85","986116,6","829545,41",890975
564,POCHO,VILLA DE POCHO ,Comuna,-31.490009307861,-65.280761718750,,323,19141,22459,20320,21445,23093,24501,23624,22882,23027,24484,23554,25379,25076,27832,26469,26843,32185,33690,31694,30666,32290,30838,32790,28543,36924,36592,38684,36358,44838,44997,"89334,19","91145,89","92877,15","43067,72","48010,27","46472,86",52104,45043,44319,42348,55381,54921,51208,54764,53214,"57514,2","58841,8","57352,5","63433,6","68374,1","60281,6",63064,74770,76044,"74031,12",75341,"73011,29","75722,83","78723,06","76730,18","90419,95","96231,59","80952,36",86947
565,CRUZ DEL EJE,VILLA DE SOTO ,Municipio,-30.856840133667,-64.998893737793,http://www.villadesoto.com,9093,282117,331033,299495,316079,340377,361122,348198,337257,339404,360869,347172,374068,369595,410222,390133,395647,474380,496554,467136,451988,475933,454519,483294,420705,544221,539334,534233,524236,646515,648802,619857,632427,644440,620988,692254,670087,751283,649472,639036,610604,798535,791898,738364,789636,767290,829290,"848433,3","826959,6",914642,985878,869193,909307,1078103,1096471,"1067445,9","1086332,8","1052741,1","1091838,41","1135098,36","1106363,27","1303754,43","1387551,73","1167242,47",1253680
566,CALAMUCHITA,VILLA DEL DIQUE ,Municipio,-32.170669555664,-64.453346252441,,3180,144688,169776,153601,162106,174568,185207,178579,172968,174069,185078,178053,191847,189553,210389,200086,202914,243294,254666,239579,231810,244090,233108,247865,215767,279113,276607,282542,271634,334993,336179,321180,327694,333918,321767,358693,347207,389279,336526,331118,316386,413763,410324,382585,409152,397573,"429698,8",439618,"428492,3",473924,510836,450375,471160,558622,568139,"553099,9","562886,3","545480,6","565738,99","588154,25","573265,08","675543,84","718963,63","604809,8",649597
